StartTime,Open,High,Low,Close,Duration_Sec,Efficiency
2004-01-01 00:00:05.384,1.25942,1.2595799,1.25821,1.258935,18109,0.006024159
2004-01-01 05:01:54.884,1.2590001,1.259505,1.247005,1.2471,7863,0.12684776
2004-01-01 07:12:59.730,1.24705,1.259405,1.24691,1.2586,15673,0.11537555
2004-01-01 11:34:13.301,1.25854,1.2604,1.2572,1.25934,15473,0.008971913
2004-01-01 15:52:07.509,1.2594,1.2594049,1.258585,1.259105,987,0.0055470015
2004-01-01 16:08:35.357,1.2590599,1.259405,1.2588999,1.258935,1572,0.0019942229
2004-01-01 16:34:48.488,1.258995,1.2596049,1.25571,1.25861,5393,0.004794277
2004-01-01 18:04:41.720,1.25874,1.25895,1.253645,1.254125,1308,0.05005864
2004-01-01 18:26:31.074,1.254075,1.255605,1.2537501,1.2541599,817,0.0011006406
2004-01-01 18:40:08.528,1.2541499,1.25445,1.253695,1.25372,825,0.008042357
2004-01-01 18:53:54.327,1.25371,1.25483,1.25371,1.2546,1017,0.013139878
2004-01-01 19:10:52.271,1.2544999,1.25478,1.254175,1.2546101,798,0.0018402928
2004-01-01 19:24:10.937,1.25457,1.25523,1.25412,1.25435,2706,0.0033937816
2004-01-01 20:09:17.770,1.2543399,1.25528,1.25405,1.25498,2188,0.010416768
2004-01-01 20:45:46.353,1.2549801,1.25513,1.2528701,1.254,3483,0.012295351
2004-01-01 21:43:53.754,1.2539401,1.25607,1.25385,1.25581,3874,0.025941852
2004-01-01 22:48:28.810,1.2558601,1.259105,1.25543,1.2574201,3876,0.018586589
2004-01-01 23:53:07.199,1.25754,1.259285,1.2567,1.25686,3854,0.009183647
2004-01-02 00:57:30.858,1.2567,1.25695,1.2530999,1.2553201,3528,0.0147665115
2004-01-02 01:56:22.870,1.25518,1.255505,1.2520599,1.25246,3595,0.03209544
2004-01-02 02:56:41.116,1.252485,1.2563701,1.2521,1.255945,3755,0.03760774
2004-01-02 03:59:16.704,1.25597,1.256765,1.2553401,1.256175,3696,0.0027427666
2004-01-02 05:00:54.015,1.256225,1.25706,1.2554,1.25558,3848,0.009172321
2004-01-02 06:05:03.215,1.25555,1.25699,1.2550099,1.25667,3575,0.014630378
2004-01-02 07:04:47.586,1.256685,1.2585499,1.25534,1.25844,3758,0.016772315
2004-01-02 08:07:26.168,1.2586501,1.261145,1.257455,1.2605801,3678,0.020038964
2004-01-02 09:08:46.069,1.2609799,1.26268,1.26017,1.2616501,3763,0.0071536363
2004-01-02 10:11:29.735,1.2616999,1.2623401,1.2609501,1.261155,3759,0.0063612894
2004-01-02 11:14:18.729,1.261145,1.2616351,1.2590849,1.2595799,3712,0.01734037
2004-01-02 12:16:16.215,1.25957,1.2597849,1.2570701,1.2590201,3550,0.0054860567
2004-01-02 13:15:26.543,1.25879,1.2611301,1.2574501,1.26102,3648,0.02486455
2004-01-02 14:16:16.263,1.26108,1.26155,1.2567999,1.25709,3634,0.04015134
2004-01-02 15:16:57.648,1.25705,1.26021,1.256185,1.2583649,2710,0.011885418
2004-01-02 16:02:07.846,1.25829,1.2588401,1.2581999,1.25863,227,0.005166105
2004-01-02 16:05:55.022,1.25862,1.2593,1.2585499,1.25881,227,0.0028135304
2004-01-02 16:09:42.315,1.25886,1.25922,1.2583799,1.258575,349,0.00495839
2004-01-02 16:15:32.255,1.25858,1.2587099,1.25805,1.258295,385,0.0043446487
2004-01-02 16:21:58.104,1.2583799,1.26022,1.25827,1.259585,286,0.012388799
2004-01-02 16:26:44.556,1.25981,1.25984,1.25916,1.25932,420,0.007995269
2004-01-02 16:33:44.864,1.25934,1.2595301,1.258895,1.2590799,500,0.0037273786
2004-01-02 16:42:06.256,1.25927,1.25934,1.25843,1.258715,629,0.00796954
2004-01-02 16:52:37.172,1.2588501,1.2593,1.25839,1.258855,645,8.042606e-05
2004-01-02 17:03:22.229,1.258715,1.25982,1.25864,1.25928,742,0.009882284
2004-01-02 17:15:46.105,1.25911,1.260015,1.2588799,1.25968,893,0.008847888
2004-01-02 17:30:39.416,1.2597499,1.26085,1.25951,1.26004,812,0.0032038877
2004-01-02 17:44:12.022,1.260005,1.2604101,1.2593651,1.26008,1006,0.0010004183
2004-01-02 18:01:01.942,1.25986,1.26027,1.25842,1.25901,1340,0.011281353
2004-01-02 18:23:23.092,1.25897,1.25975,1.25864,1.2591,628,0.0015798109
2004-01-02 18:33:51.840,1.259205,1.26004,1.25886,1.259485,782,0.003921084
2004-01-02 18:46:54.825,1.25949,1.25966,1.25882,1.2594249,582,0.0010344279
2004-01-02 18:56:37.815,1.2594249,1.259505,1.25875,1.2591,480,0.005639012
2004-01-02 19:04:39.175,1.259025,1.25975,1.25849,1.259405,1024,0.0056885094
2004-01-02 19:21:44.130,1.25939,1.25981,1.25882,1.259485,1282,0.0014581126
2004-01-02 19:43:06.341,1.259385,1.2597101,1.25822,1.25822,1367,0.017011402
2004-01-02 20:05:56.797,1.25825,1.25904,1.2578,1.25884,1822,0.008241891
2004-01-02 20:36:19.328,1.2588999,1.25941,1.25792,1.25808,2486,0.009987251
2004-01-02 21:17:46.765,1.2581501,1.25894,1.25755,1.258785,176861,0.0080864085
2004-01-04 22:25:31.662,1.25862,1.2626901,1.25844,1.2623899,3722,0.047828335
2004-01-04 23:27:41.519,1.262425,1.26677,1.26239,1.26583,3562,0.036363173
2004-01-05 00:27:06.727,1.26586,1.26594,1.26475,1.265195,3617,0.0077942256
2004-01-05 01:27:25.352,1.26513,1.26649,1.2641599,1.2648699,3579,0.0031178822
2004-01-05 02:27:05.470,1.2649901,1.26596,1.26463,1.265275,3670,0.0034983766
2004-01-05 03:28:16.517,1.26523,1.2664549,1.26479,1.266225,3581,0.0118037695
2004-01-05 04:27:58.246,1.26618,1.267045,1.26502,1.2652,3855,0.012036304
2004-01-05 05:32:13.808,1.26529,1.266245,1.2651501,1.2658701,3722,0.006859917
2004-01-05 06:34:22.967,1.26594,1.26793,1.2654951,1.267245,3667,0.014668092
2004-01-05 07:35:56.505,1.26729,1.26929,1.265075,1.2660401,3655,0.012585962
2004-01-05 08:36:52.715,1.266,1.266,1.2632,1.26512,3786,0.009573511
2004-01-05 09:40:01.116,1.26478,1.26706,1.2646201,1.26618,3643,0.015931671
2004-01-05 10:40:45.538,1.26625,1.2682049,1.26618,1.2668,3503,0.0057364516
2004-01-05 11:39:09.306,1.26676,1.2688401,1.26666,1.267585,3718,0.00831996
2004-01-05 12:41:21.232,1.26755,1.26789,1.26508,1.26632,3529,0.0140506355
2004-01-05 13:40:17.366,1.266305,1.267215,1.26407,1.265905,3663,0.0038924953
2004-01-05 14:41:22.193,1.2659,1.2674899,1.26509,1.265435,3651,0.0050482503
2004-01-05 15:42:14.687,1.2657,1.26729,1.2649801,1.266415,1280,0.011603747
2004-01-05 16:03:35.719,1.266345,1.2667401,1.26607,1.266475,234,0.0021457453
2004-01-05 16:07:30.481,1.266505,1.26745,1.26635,1.2673249,251,0.012629732
2004-01-05 16:11:42.290,1.267355,1.26792,1.2669001,1.2678599,399,0.0061425846
2004-01-05 16:18:22.683,1.267515,1.2683401,1.2672999,1.26782,336,0.003512953
2004-01-05 16:23:58.874,1.26789,1.26794,1.26685,1.267005,342,0.009457686
2004-01-05 16:29:41.263,1.267295,1.2673349,1.26644,1.266685,393,0.0109999245
2004-01-05 16:36:14.825,1.26651,1.267235,1.2664299,1.26668,672,0.0018850366
2004-01-05 16:47:27.459,1.26682,1.26723,1.2663901,1.26711,536,0.0038733957
2004-01-05 16:56:24.168,1.2670851,1.2681551,1.26671,1.2676101,662,0.0057877763
2004-01-05 17:07:26.749,1.26764,1.2683401,1.2673,1.26808,818,0.006734775
2004-01-05 17:21:05.535,1.26807,1.2686,1.2676799,1.26822,810,0.00241831
2004-01-05 17:34:37.595,1.268215,1.2686651,1.2677801,1.268075,1118,0.0019032859
2004-01-05 17:53:44.761,1.2680249,1.2684901,1.2672,1.26759,1002,0.0068662288
2004-01-05 18:10:26.834,1.26765,1.26788,1.26647,1.266685,1191,0.013290777
2004-01-05 18:30:18.108,1.266655,1.26694,1.26589,1.2664299,528,0.0030674648
2004-01-05 18:39:06.203,1.26653,1.266775,1.2662699,1.266685,718,0.0028420147
2004-01-05 18:51:06.491,1.266445,1.2669101,1.266145,1.26624,498,0.0030362622
2004-01-05 18:59:25.697,1.26618,1.2667451,1.26597,1.2663,874,0.0016900462
2004-01-05 19:14:00.810,1.2662001,1.26688,1.266135,1.26682,878,0.010235173
2004-01-05 19:28:39.760,1.266925,1.268025,1.26653,1.26724,1363,0.004920789
2004-01-05 19:51:23.502,1.2672701,1.2676101,1.26599,1.2665999,1733,0.008173745
2004-01-05 20:20:16.952,1.2664349,1.26666,1.2658,1.26612,1719,0.0038869404
2004-01-05 20:48:56.590,1.26602,1.2669001,1.265085,1.266545,3205,0.0053515574
2004-01-05 21:42:21.793,1.2666,1.2687299,1.26614,1.26832,3762,0.02189431
2004-01-05 22:45:05.228,1.26822,1.268875,1.26724,1.26806,3825,0.0018103577
2004-01-05 23:48:54.587,1.26812,1.2688401,1.267415,1.268085,3598,0.00045426312
2004-01-06 00:48:54.610,1.26809,1.26844,1.2669001,1.2672801,3461,0.010300089
2004-01-06 01:46:37.142,1.2673199,1.26832,1.26658,1.2678599,3577,0.0067441426
2004-01-06 02:46:18.198,1.26797,1.26859,1.2674451,1.2681301,3859,0.0021703753
2004-01-06 03:50:37.945,1.26824,1.26842,1.2671101,1.2675049,3804,0.009924799
2004-01-06 04:54:03.100,1.267585,1.26895,1.2674,1.26862,3995,0.012476791
2004-01-06 06:00:40.719,1.2687299,1.27085,1.26799,1.2704599,3642,0.020181006
2004-01-06 07:01:24.022,1.27054,1.2722499,1.26982,1.2711799,3681,0.0064638252
2004-01-06 08:02:50.900,1.2711,1.2718899,1.27063,1.271255,3618,0.0016878777
2004-01-06 09:03:17.022,1.2711,1.27373,1.27087,1.27331,3759,0.025294451
2004-01-06 10:05:56.261,1.2732501,1.27562,1.2730501,1.27532,3572,0.02336748
2004-01-06 11:05:29.154,1.2755301,1.27602,1.27386,1.2745199,3629,0.0117107285
2004-01-06 12:06:00.345,1.2744501,1.27614,1.27427,1.2755799,3519,0.011205826
2004-01-06 13:04:41.297,1.275655,1.280155,1.27441,1.27848,3677,0.024999315
2004-01-06 14:05:58.961,1.2785599,1.28088,1.276145,1.278,3615,0.004809095
2004-01-06 15:06:22.748,1.2780399,1.2783401,1.2739799,1.274715,3313,0.03458289
2004-01-06 16:01:36.842,1.274725,1.275615,1.27444,1.27527,226,0.006835511
2004-01-06 16:05:23.221,1.27526,1.2764499,1.2751,1.27618,209,0.010649424
2004-01-06 16:08:54.282,1.2760601,1.2764399,1.27529,1.27602,328,0.00040301686
2004-01-06 16:14:23.926,1.27582,1.2769,1.27538,1.27652,370,0.007542555
2004-01-06 16:20:38.046,1.2766299,1.277105,1.2760799,1.2767799,309,0.0015999877
2004-01-06 16:25:48.067,1.2767,1.2771001,1.27578,1.27585,396,0.009782212
2004-01-06 16:32:24.781,1.27601,1.27602,1.27479,1.275125,502,0.012220294
2004-01-06 16:40:47.128,1.2751601,1.27639,1.27457,1.276095,653,0.011441834
2004-01-06 16:51:47.093,1.275985,1.27772,1.2758,1.277105,512,0.013433269
2004-01-06 17:00:20.098,1.277065,1.27746,1.27672,1.2771001,702,0.00048239742
2004-01-06 17:12:02.425,1.27706,1.27777,1.27578,1.27619,938,0.012539519
2004-01-06 17:27:41.011,1.27625,1.2773399,1.2758,1.276745,788,0.0053629694
2004-01-06 17:40:50.806,1.276695,1.27725,1.2762201,1.277065,1092,0.0037218314
2004-01-06 17:59:04.050,1.27701,1.27723,1.275395,1.27542,1161,0.020520126
2004-01-06 18:18:26.315,1.275465,1.2760501,1.275175,1.2757599,830,0.004376933
2004-01-06 18:32:17.065,1.27587,1.276775,1.2757101,1.276365,730,0.005727067
2004-01-06 18:44:28.331,1.2764399,1.27668,1.2761099,1.2762301,642,0.0037358897
2004-01-06 18:55:11.230,1.2762401,1.2766,1.27585,1.2762051,435,0.00054587383
2004-01-06 19:02:26.642,1.276195,1.2769201,1.27562,1.276795,1080,0.007917219
2004-01-06 19:20:27.186,1.2769,1.277025,1.27554,1.27616,1092,0.010230955
2004-01-06 19:38:40.158,1.2762101,1.27633,1.2753999,1.2761,1398,0.0015646747
2004-01-06 20:01:58.940,1.27604,1.27624,1.2751701,1.2755699,1823,0.0056800586
2004-01-06 20:32:22.863,1.27562,1.27592,1.27331,1.2741499,2035,0.01554378
2004-01-06 21:06:19.984,1.27403,1.27442,1.2722199,1.27239,3615,0.019168096
2004-01-06 22:06:36.937,1.2724099,1.2735,1.27196,1.27224,3603,0.0019925416
2004-01-06 23:06:41.493,1.27232,1.27281,1.271055,1.27179,3535,0.005951568
2004-01-07 00:05:38.008,1.2718201,1.27344,1.27163,1.271845,3612,0.00030046652
2004-01-07 01:05:50.989,1.2717,1.27177,1.26981,1.27021,3457,0.018406462
2004-01-07 02:03:35.621,1.2702701,1.27123,1.26868,1.27051,3683,0.0026856102
2004-01-07 03:04:59.684,1.2706101,1.2722,1.27028,1.27212,3754,0.018486895
2004-01-07 04:07:35.393,1.27202,1.272845,1.27115,1.27142,3735,0.0074575227
2004-01-07 05:09:51.700,1.2713699,1.27214,1.27088,1.271875,3762,0.0064140894
2004-01-07 06:12:44.385,1.27178,1.27402,1.27151,1.2736399,3666,0.02154651
2004-01-07 07:13:58.133,1.27373,1.27409,1.26967,1.26991,3710,0.04090947
2004-01-07 08:15:53.714,1.2701,1.2701,1.2655599,1.26758,3672,0.022373455
2004-01-07 09:17:06.669,1.2676699,1.2678299,1.2650299,1.2651501,3746,0.025488844
2004-01-07 10:19:36.287,1.2653301,1.267205,1.2648201,1.26693,3631,0.015834887
2004-01-07 11:20:09.908,1.26703,1.2674451,1.265635,1.26702,3922,0.00011419156
2004-01-07 12:25:33.571,1.26686,1.268365,1.26646,1.26762,3590,0.008586726
2004-01-07 13:25:24.163,1.26756,1.26996,1.266655,1.269135,3629,0.015109721
2004-01-07 14:26:05.073,1.26887,1.27005,1.26682,1.268055,3722,0.008251436
2004-01-07 15:28:08.327,1.26812,1.2695501,1.2678399,1.2685649,2079,0.0053242636
2004-01-07 16:02:47.845,1.2686701,1.26894,1.268375,1.26881,240,0.0021782774
2004-01-07 16:06:48.790,1.2688,1.2690101,1.26828,1.2683599,219,0.006451455
2004-01-07 16:10:28.760,1.268345,1.2692399,1.26829,1.2690101,363,0.0103877485
2004-01-07 16:16:32.302,1.26897,1.26932,1.26799,1.2681601,392,0.010084398
2004-01-07 16:23:04.448,1.2681799,1.2687199,1.26795,1.2683401,292,0.002239388
2004-01-07 16:27:57.366,1.26845,1.2690401,1.26827,1.2685299,399,0.0013267904
2004-01-07 16:34:37.519,1.2685299,1.2690201,1.26782,1.26799,524,0.0072341887
2004-01-07 16:43:22.269,1.26808,1.2688351,1.26757,1.2676699,673,0.004907443
2004-01-07 16:54:35.660,1.26788,1.2681,1.2660301,1.2662599,647,0.018590258
2004-01-07 17:05:23.282,1.26637,1.26723,1.26599,1.26685,778,0.0071096825
2004-01-07 17:18:21.820,1.266835,1.26734,1.2665701,1.266825,810,0.0001395641
2004-01-07 17:31:52.844,1.2669849,1.26713,1.26625,1.266955,988,0.000481887
2004-01-07 17:48:22.385,1.266605,1.26724,1.26621,1.2665,997,0.00141264
2004-01-07 18:05:01.194,1.26636,1.266955,1.2657449,1.26618,1378,0.0024167502
2004-01-07 18:27:59.694,1.26608,1.266935,1.2660401,1.26677,498,0.0093917735
2004-01-07 18:36:18.360,1.2667401,1.26688,1.26572,1.266,764,0.010318222
2004-01-07 18:49:02.973,1.2659299,1.26624,1.264985,1.265185,521,0.011053466
2004-01-07 18:57:45.420,1.265235,1.26566,1.2646899,1.26523,700,6.721764e-05
2004-01-07 19:09:26.890,1.26531,1.2657299,1.263255,1.2634499,830,0.018818274
2004-01-07 19:23:17.690,1.263445,1.26573,1.26326,1.26457,1342,0.010667725
2004-01-07 19:45:41.171,1.2648599,1.2653501,1.263545,1.26461,1514,0.003147355
2004-01-07 20:10:55.708,1.26451,1.2646799,1.2632201,1.2635701,1790,0.011239447
2004-01-07 20:40:46.289,1.2636399,1.2641699,1.2632401,1.2637401,2797,0.0011828088
2004-01-07 21:27:23.681,1.2637,1.26442,1.26175,1.262385,3727,0.013814912
2004-01-07 22:29:39.662,1.2622399,1.2655301,1.261855,1.2646699,3621,0.02842053
2004-01-07 23:30:05.435,1.264725,1.26477,1.26211,1.2623401,3623,0.026257487
2004-01-08 00:30:48.318,1.26243,1.26336,1.2592599,1.2604,3615,0.018505156
2004-01-08 01:31:04.477,1.2602501,1.260925,1.2587,1.25904,3586,0.013712323
2004-01-08 02:31:06.602,1.25928,1.25959,1.25799,1.258415,3707,0.010024398
2004-01-08 03:32:54.453,1.25845,1.2599001,1.2581501,1.25934,3629,0.0107464045
2004-01-08 04:33:24.905,1.2593501,1.25968,1.2581401,1.2585001,3889,0.010882804
2004-01-08 05:38:23.054,1.25858,1.2603099,1.2578349,1.2602401,3708,0.019489571
2004-01-08 06:40:12.106,1.260175,1.26124,1.25857,1.25892,3670,0.013625057
2004-01-08 07:41:24.039,1.259035,1.26126,1.25839,1.25998,3763,0.010280959
2004-01-08 08:44:08.497,1.2599101,1.26011,1.2558501,1.2574999,3835,0.024768826
2004-01-08 09:48:04.129,1.2576101,1.2581799,1.25694,1.2577,3694,0.0010864428
2004-01-08 10:49:38.855,1.2576001,1.2588401,1.2569201,1.2579999,3486,0.0043552783
2004-01-08 11:47:46.509,1.25811,1.263385,1.25759,1.262195,3581,0.040170494
2004-01-08 12:47:28.431,1.26249,1.26897,1.26173,1.26835,3560,0.048514236
2004-01-08 13:46:50.006,1.26827,1.274445,1.268125,1.27353,3629,0.045932453
2004-01-08 14:47:20.841,1.27372,1.27372,1.2706399,1.2715,3618,0.019479739
2004-01-08 15:47:40.907,1.27141,1.2725401,1.271395,1.2720201,970,0.0064843907
2004-01-08 16:03:51.419,1.27208,1.2723501,1.27143,1.2715399,237,0.008493867
2004-01-08 16:07:48.864,1.27156,1.27279,1.27151,1.2721701,282,0.010135296
2004-01-08 16:12:31.709,1.2725,1.27392,1.2720001,1.27367,381,0.010305316
2004-01-08 16:18:53.687,1.27354,1.27414,1.2732949,1.2736499,331,0.0015060044
2004-01-08 16:24:25.058,1.273535,1.2741499,1.27332,1.2739849,345,0.0073507642
2004-01-08 16:30:10.806,1.27419,1.27421,1.27328,1.2733049,424,0.014730509
2004-01-08 16:37:14.980,1.2732949,1.2760401,1.2732699,1.275765,660,0.02563576
2004-01-08 16:48:15.724,1.275745,1.27754,1.2755599,1.27712,546,0.018823152
2004-01-08 16:57:26.062,1.27739,1.27771,1.276495,1.2771399,647,0.0028815356
2004-01-08 17:08:13.745,1.277245,1.2776201,1.276085,1.276525,822,0.006215207
2004-01-08 17:21:56.144,1.2766249,1.27702,1.275795,1.276255,829,0.0035715478
2004-01-08 17:35:46.203,1.2763801,1.27791,1.2759,1.2771,1231,0.008799936
2004-01-08 17:56:18.061,1.277095,1.27737,1.2760899,1.276345,955,0.009022084
2004-01-08 18:12:13.773,1.27635,1.27682,1.275845,1.276535,1103,0.0026264663
2004-01-08 18:30:37.861,1.27655,1.276935,1.27554,1.27585,543,0.008041721
2004-01-08 18:39:41.001,1.2757299,1.2764399,1.2756801,1.276165,793,0.0071796407
2004-01-08 18:52:55.790,1.276125,1.2762599,1.2755,1.275635,429,0.008493385
2004-01-08 19:00:05.790,1.2756851,1.27613,1.27443,1.27474,891,0.010588681
2004-01-08 19:14:57.428,1.27469,1.276415,1.27456,1.2761099,1047,0.01881101
2004-01-08 19:32:24.656,1.2764399,1.277355,1.27579,1.2759299,1303,0.0067282557
2004-01-08 19:54:08.345,1.27589,1.27642,1.27545,1.276095,1725,0.0027392374
2004-01-08 20:22:53.803,1.2760999,1.27671,1.2755599,1.27618,1791,0.00095579994
2004-01-08 20:52:45.720,1.27615,1.27668,1.27545,1.2757001,3365,0.004825038
2004-01-08 21:48:58.050,1.275675,1.2775149,1.27559,1.27677,3794,0.014094535
2004-01-08 22:52:13.991,1.2767799,1.27845,1.27672,1.27695,3656,0.0019661686
2004-01-08 23:53:11.279,1.27713,1.2772,1.27537,1.2757399,3821,0.01796208
2004-01-09 00:56:56.690,1.2757599,1.27677,1.2753899,1.27607,3504,0.003860534
2004-01-09 01:55:21.737,1.2761049,1.27671,1.27566,1.27651,3615,0.005352412
2004-01-09 02:55:37.425,1.2764599,1.27661,1.27569,1.2760799,3921,0.0048597115
2004-01-09 04:00:59.843,1.2760301,1.27634,1.27484,1.2749901,3805,0.014082915
2004-01-09 05:04:26.615,1.2749901,1.27537,1.2711201,1.2736499,3735,0.012556264
2004-01-09 06:06:46.449,1.27385,1.2742901,1.2715499,1.27316,3609,0.007975549
2004-01-09 07:06:57.268,1.27317,1.2736299,1.27139,1.2716401,3665,0.016393526
2004-01-09 08:08:10.411,1.27175,1.27321,1.2702899,1.272785,3672,0.010836029
2004-01-09 09:09:24.183,1.27265,1.274925,1.27229,1.27454,3795,0.020090071
2004-01-09 10:12:40.085,1.27466,1.275295,1.27274,1.2746501,3765,9.99019e-05
2004-01-09 11:15:35.474,1.2748001,1.27636,1.27392,1.2741699,3750,0.0066052377
2004-01-09 12:18:06.077,1.27407,1.27531,1.27279,1.2734749,3577,0.0061677755
2004-01-09 13:17:48.655,1.2734749,1.2845399,1.27268,1.2820101,3662,0.051743127
2004-01-09 14:18:52.015,1.28196,1.283385,1.28108,1.28283,3662,0.008021525
2004-01-09 15:19:56.143,1.28291,1.2853,1.28245,1.2848599,2538,0.017458621
2004-01-09 16:02:14.639,1.2848201,1.28658,1.28404,1.2862,225,0.010491855
2004-01-09 16:06:00.594,1.28641,1.2867,1.285955,1.286125,226,0.0036915753
2004-01-09 16:09:47.187,1.286265,1.286265,1.2853501,1.2858,353,0.0062295296
2004-01-09 16:15:40.734,1.2857599,1.28582,1.2830701,1.284805,383,0.005205287
2004-01-09 16:22:04.980,1.2846999,1.28532,1.2844,1.2850101,284,0.0036243794
2004-01-09 16:26:50.093,1.28502,1.2853999,1.283775,1.2850101,420,9.801363e-05
2004-01-09 16:33:50.926,1.28503,1.28503,1.283185,1.283535,499,0.01829908
2004-01-09 16:42:10.288,1.28345,1.285075,1.283155,1.284905,663,0.01230158
